"says","say","říkají","říkat","impf"," some says gal, some says girl – both 's right, like enough."," Někteří říkají holka a jiní děvče, ale myslím, že to vyjde na stejno."
"covered","cover","pokrývali","pokrývat","impf"," and for the space of a minute they tugged and tore at each other 's hair and clothes, punched and scratched each other 's nose, and covered themselves with dust and glory."," Chvíli, snad minutu, jeden druhému škubal a rval vlasy a šaty, jeden druhého škrábal a bil do nosu, a hoši se pokrývali špínou a slávou."
"free","free","vyprostit","vyprostit","pf"," The boy only struggled to free himself."," Chlapec však sebou jenom zmítal a snažil se vyprostit."
"crying","cry","Brečel","brečet","impf"," He was crying - mainly from rage."," Brečel - hlavně vzteky."
"crying","cry","pláče","plakat","impf"," How long afterward it was that Becky came to a slow consciousness that she was crying in Tom 's arms, neither could tell."," Jak dlouhá doba uplynula, než si Becky mátožně začínala uvědomovat, že pláče v Tomově náručí, nikdo z nich nevěděl."
"saw","see","spatřil","spatřit","pf"," Then he skipped out, and saw Sid just starting up the outside stairway that led to the back rooms on the second floor."," Pak vyhopsal z domu a spatřil Sida, který právě vystupoval po zadních vnějších schodech vedoucích do prvního patra."
"gone","go","Létaly","létat","impf"," and before Aunt Polly could collect her surprised faculties and sally to the rescue, six or seven clods had taken personal effect, and Tom was over the fence and gone."," Létaly kolem Sida jako krupobití, a než se teta Polly mohla vzpamatovat a přispěchat na pomoc, šest nebo sedm ran Sida zasáhlo a vzápětí už byl Tom za plotem a tentam."
"told","tell","Řekl","říci","pf"," He told her he had only shouted "" for luck. """," Řekl, že vykřikl jenom tak, "" pro štěstí ""."
"shouted","shout","vykřikl","vykřiknout","pf"," He told her he had only shouted "" for luck. """," Řekl, že vykřikl jenom tak, "" pro štěstí ""."
"awoke","awake","probudil","probudit","pf"," The children awoke tortured with a raging hunger."," Děti probudil trýznivý hlad."
"believed","believe","domníval","domnívat","impf"," Tom believed that it must be Wednesday or Thursday or even Friday or Saturday, now, and that the search had been given over."," Tom se domníval, že už snad musí být středa nebo čtvrtek, či dokonce pátek nebo sobota a že se lidé vzdali hledání."
"proposed","propose","Navrhl","navrhnout","pf"," He proposed to explore another passage."," Navrhl, aby šli prozkoumat jinou chodbu."
"explore","explore","prozkoumat","prozkoumat","pf"," He proposed to explore another passage."," Navrhl, aby šli prozkoumat jinou chodbu."
"captured","capture","chyceni","chytit","pf"," the treasure must be still in No. 2, the men would be captured and jailed that day, and he and Tom could seize the gold that night without any trouble or any fear of interruption."," Poklad je určitě ještě v čísle dvě, oba muži budou dnes chyceni a on a Tom budou moci zlato v noci bez jakýchkoliv potíží vyzvednout."
"seize","seize","chyceni","chytit","pf"," the treasure must be still in No. 2, the men would be captured and jailed that day, and he and Tom could seize the gold that night without any trouble or any fear of interruption."," Poklad je určitě ještě v čísle dvě, oba muži budou dnes chyceni a on a Tom budou moci zlato v noci bez jakýchkoliv potíží vyzvednout."
"found","find","našli","najít","pf"," They found a small recess in the one nearest the base of the rock, with a pallet of blankets spread down in it;"," V chodbě nejbližší základně balvanu našli malý výklenek a v něm lůžko z prostřených pokrývek."
"came","come","přišel","přijít","pf"," Shortly before ten o'clock he came out into an open place opposite the village, and saw the ferryboat lying in the shadow of the trees and the high bank."," Krátce před desátou hodinou přišel na volné prostranství naproti města, ležícímu na druhé straně řeky, a spatřil převozní parník, kotvící ve stínu stromů a vysokého břehu."
"saw","see","přišel","přijít","pf"," Shortly before ten o'clock he came out into an open place opposite the village, and saw the ferryboat lying in the shadow of the trees and the high bank."," Krátce před desátou hodinou přišel na volné prostranství naproti města, ležícímu na druhé straně řeky, a spatřil převozní parník, kotvící ve stínu stromů a vysokého břehu."
"saw","see","spatřil","spatřit","pf"," Shortly before ten o'clock he came out into an open place opposite the village, and saw the ferryboat lying in the shadow of the trees and the high bank."," Krátce před desátou hodinou přišel na volné prostranství naproti města, ležícímu na druhé straně řeky, a spatřil převozní parník, kotvící ve stínu stromů a vysokého břehu."
"slipped","slip","spustil","spustit","pf"," He crept down the bank, watching with all his eyes, slipped into the water, swam three or four strokes and climbed into the skiff that did "" yawl "" duty at the boat 's stern."," Chlapec se opatrně spustil z břehu dolů, vklouzl do vody, udělal tři čtyři tempa a vlezl do loďky, která u zádi parníku zastávala funkci "" joly ""."
"did","do","udělal","udělat","pf"," He crept down the bank, watching with all his eyes, slipped into the water, swam three or four strokes and climbed into the skiff that did "" yawl "" duty at the boat 's stern."," Chlapec se opatrně spustil z břehu dolů, vklouzl do vody, udělal tři čtyři tempa a vlezl do loďky, která u zádi parníku zastávala funkci "" joly ""."
"waited","wait","čekal","čekat","impf"," He laid himself down under the thwarts and waited, panting."," Skrčil se pod lavičku, oddychoval a čekal."
"thought","think","Domnívala","domnívat","impf"," She had thought that of course Tom had deserted long ago, and she wondered at seeing him place himself in her power again in this intrepid way."," Domnívala se, že Tom ovšem už dávno utekl, a divila se, že se tak neohroženým způsobem vydává znova v její ruce."
"wondered","wonder","divila","divit","impf"," She had thought that of course Tom had deserted long ago, and she wondered at seeing him place himself in her power again in this intrepid way."," Domnívala se, že Tom ovšem už dávno utekl, a divila se, že se tak neohroženým způsobem vydává znova v její ruce."
"run","run","utekl","utéci","pf"," I 'd run away. """," Já bych prostě utekl. """
"Run","run","Utekl","utéci","pf"," "" Run away!"," "" Utekl?"
"employed","employ","zaměstnána","zaměstnat","pf"," The Red-Handed made no response, being better employed."," Krvavá ruka neodpověděla, byla zaměstnána užitečněji."
"erased","erase","smazal","smazat","pf"," He erased it once more and then took himself out of temptation by driving the other boys together and joining them."," Zase je smazal a pak se zabezpečil proti pokušení tím, že sehnal oba chlapce dohromady a přidal se k nim."
"joining","join","přidal","přidat","pf"," He erased it once more and then took himself out of temptation by driving the other boys together and joining them."," Zase je smazal a pak se zabezpečil proti pokušení tím, že sehnal oba chlapce dohromady a přidal se k nim."
"like","like","nelíbilo","líbit","impf"," You would n't like that, and I would n't. """," Tobě by se to nelíbilo a mně by se to taky nelíbilo. """
"like","like","nelíbilo","líbit","impf"," You would n't like that, and I would n't. """," Tobě by se to nelíbilo a mně by se to taky nelíbilo. """
"whispered","whisper","šeptali","šeptat","impf"," Spirits whispered in the rustling leaves, ghosts lurked in the murky nooks, the deep baying of a hound floated up out of the distance, an owl answered with his sepulchral note."," Duchové šeptali v šelestícím listí, strašidla číhala v temných koutech, z dálky sem doléhalo vytí velkého psa a sova mu odpovídala hrobovým hlasem."
"lurked","lurk","číhala","číhat","impf"," Spirits whispered in the rustling leaves, ghosts lurked in the murky nooks, the deep baying of a hound floated up out of the distance, an owl answered with his sepulchral note."," Duchové šeptali v šelestícím listí, strašidla číhala v temných koutech, z dálky sem doléhalo vytí velkého psa a sova mu odpovídala hrobovým hlasem."
"answered","answer","odpovídala","odpovídat","impf"," Spirits whispered in the rustling leaves, ghosts lurked in the murky nooks, the deep baying of a hound floated up out of the distance, an owl answered with his sepulchral note."," Duchové šeptali v šelestícím listí, strašidla číhala v temných koutech, z dálky sem doléhalo vytí velkého psa a sova mu odpovídala hrobovým hlasem."
"talked","talk","mluvili","mluvit","impf"," The boys were subdued by these solemnities, and talked little."," Hoši byli zakřiknutí tajuplností prostředí a mluvili málo."
"come","come","nastala","nastat","pf"," By and by they judged that twelve had come;"," Po nějaké době usoudili, že už nastala půlnoc."
"marked","mark","Označili","označit","pf"," they marked where the shadow fell, and began to dig."," Označili místo, kam padal stín, a začali kopat."
"fell","fall","padal","padat","impf"," they marked where the shadow fell, and began to dig."," Označili místo, kam padal stín, a začali kopat."
"began","begin","začali","začít","pf"," they marked where the shadow fell, and began to dig."," Označili místo, kam padal stín, a začali kopat."
"dig","dig","kopat","kopat","impf"," they marked where the shadow fell, and began to dig."," Označili místo, kam padal stín, a začali kopat."
"commenced","commence","začala","začít","pf"," Their hopes commenced to rise."," Jejich naděje začala stoupat."
"rise","rise","stoupat","stoupat","impf"," Their hopes commenced to rise."," Jejich naděje začala stoupat."
"kept","keep","držela","držet","impf"," Their interest grew stronger, and their industry kept pace with it."," Jejich zájem sílil a píle s ním držela krok."
"help","help","pomohlo","pomoci","pf"," And this would help him to understand why constructing artificial flowers or performing on a tread-mill is work, while rolling ten-pins or climbing Mont Blanc is only amusement."," To by mu pomohlo pochopit, proč vyrábění umělých květin nebo otáčení žernovu je práce, kdežto porážení kuželek nebo šplhání na Mont Blanc je pouhou zábavou."
"understand","understand","pochopit","pochopit","pf"," And this would help him to understand why constructing artificial flowers or performing on a tread-mill is work, while rolling ten-pins or climbing Mont Blanc is only amusement."," To by mu pomohlo pochopit, proč vyrábění umělých květin nebo otáčení žernovu je práce, kdežto porážení kuželek nebo šplhání na Mont Blanc je pouhou zábavou."
