"draw","draw","nenakreslí","nakreslit","pf"," All right - on House-Tree-Person, look for someone who did n't draw the female figure first."," V testu lidské postavy hledejte toho, který nenakreslí jako první postavu svého rodokmenu ženu."
"see","see","podívat","podívat","pf"," "" May I see? """," "" Mohla bych se tam podívat? """
"lay","lay","položit","položit","pf"," It took him a moment to decide where to lay down his hammer."," Chvíli přemýšlel, kam má položit kladivo."
"said","say","řekl","říci","pf"," "" All right, "" he said, "" come along. """," "" Dobrá, "" řekl, "" tak pojďte. """
"come","come","pojďte","jít","impf"," "" All right, "" he said, "" come along. """," "" Dobrá, "" řekl, "" tak pojďte. """
"talking","talk","mluvil","mluvit","impf"," It was the same unearthly voice she 'd heard talking to the dog."," Byl to stejný záhadný hlas, který mluvil se psem."
"wash","wash","umyj","umýt","pf"," "" Take it off and wash yourself all over, or you 'll get the hose. """," "" Svleč se a celá se umyj, všude, nebo dostaneš hadicí. """
"Take","take","dostaneš","dostat","pf"," "" Take it off and wash yourself all over, or you 'll get the hose. """," "" Svleč se a celá se umyj, všude, nebo dostaneš hadicí. """
"get","get","dostaneš","dostat","pf"," "" Take it off and wash yourself all over, or you 'll get the hose. """," "" Svleč se a celá se umyj, všude, nebo dostaneš hadicí. """
"heard","hear","slyšela","slyšet","impf"," Catherine Martin heard the footsteps and the claws on the floor above the basement."," Kateřina Martinová slyšela na podlaze nad suterénem kroky a psí tlapky."
"got","get","zůstalo","zůstat","pf"," It 's what the thief who had been promised Paradise really got, when they took the paschal lamb away. """," Tohle totiž nakonec zůstalo tomu zloději, kterému slibovali ráj, když odnesli velikonočního beránka. """
"promised","promise","slibovali","slibovat","impf"," It 's what the thief who had been promised Paradise really got, when they took the paschal lamb away. """," Tohle totiž nakonec zůstalo tomu zloději, kterému slibovali ráj, když odnesli velikonočního beránka. """
"paints","paint","maluje","malovat","impf"," Look at Duccio, then - he paints accurate crucifixions."," Podívejte se tedy na Duccia, ten maluje ukřižování správně."
"listen","listen","poslouchej","poslouchat","impf"," Stop, listen."," Stůj, poslouchej."
"turning","turn","otáčely","otáčet","impf"," Head and body and arms turning together like a turret."," Hlava, tělo a paže se jí otáčely současně jako střelecká otočná věž."
"think","think","myslím","myslet","impf"," But there 's a lot at stake here, and I do n't think it 's as important to you as it ought to be ..."," Ale ve hře je dost věcí a myslím, že je podceňujete více, než byste měl ..."
"think","think","měl","mít","impf"," But there 's a lot at stake here, and I do n't think it 's as important to you as it ought to be ..."," Ale ve hře je dost věcí a myslím, že je podceňujete více, než byste měl ..."
"want","want","chtěl","chtít","impf"," Why else would he want her at the Smithsonian?"," Proč by jinak chtěl, aby šli právě do muzea?"
"carry","carry","zanést","zanést","pf"," But any agent could carry a bug into the Smithsonian, an FBI messenger could do it for that matter."," Ale tam by mohl kuklu zanést kdokoli jiný z FBI."
"told","tell","řekl","říci","pf"," And he told her to pack for two days."," A navíc jí řekl, ať si sbalí na dva dny."
"pack","pack","sbalí","sbalit","pf"," And he told her to pack for two days."," A navíc jí řekl, ať si sbalí na dva dny."
"understand","understand","chápala","chápat","impf"," She could understand Crawford not explaining it to her over an unsecured radio link, but it was maddening to wonder."," Dobře chápala, proč nechtěl nic vysvětlovat po telefonu, ale ta nejistota a zvědavost ji přiváděly k šílenství."
"explaining","explain","vysvětlovat","vysvětlovat","impf"," She could understand Crawford not explaining it to her over an unsecured radio link, but it was maddening to wonder."," Dobře chápala, proč nechtěl nic vysvětlovat po telefonu, ale ta nejistota a zvědavost ji přiváděly k šílenství."
"waited","wait","čekala","čekat","impf"," She found an all-news station on the radio and waited through the weather report."," Naladila si v rádiu stanici, kde se vysílaly jenom zprávy, a čekala, až skončí předpověď počasí."
"want","want","Chtěl","chtít","impf"," "" I want you to freeze something now."," "" Chtěl bych tedy, abyste teď něco uložila k ledu."
"live","live","bydlela","bydlet","impf"," "" Where did you live? """," "" Kde jste bydlela? """
"found","find","vyhledali","vyhledat","pf"," Reporters found at least two restaurants where he worked off the books, and he worked sporadically in the clothing business."," Reportéři vyhledali přinejmenším dvě restaurace, kde zpracovával účetnictví, a sporadicky pracoval také v obchodech s oděvy."
"worked","work","pracoval","pracovat","impf"," Reporters found at least two restaurants where he worked off the books, and he worked sporadically in the clothing business."," Reportéři vyhledali přinejmenším dvě restaurace, kde zpracovával účetnictví, a sporadicky pracoval také v obchodech s oděvy."
"worked","work","pracoval","pracovat","impf"," Reporters found at least two restaurants where he worked off the books, and he worked sporadically in the clothing business."," Reportéři vyhledali přinejmenším dvě restaurace, kde zpracovával účetnictví, a sporadicky pracoval také v obchodech s oděvy."
"proven","prove","prokázáno","prokázat","pf"," It has not been proven that he killed during this period, but Benjamin Raspail said he did."," Nebylo prokázáno, že v této době zabíjel, ale Benjamin Raspail tvrdil, že ano."
"killed","kill","zabíjel","zabíjet","impf"," It has not been proven that he killed during this period, but Benjamin Raspail said he did."," Nebylo prokázáno, že v této době zabíjel, ale Benjamin Raspail tvrdil, že ano."
"working","work","pracoval","pracovat","impf"," He was working at the curio store where the butterfly ornaments were made when he met Raspail, and he lived off the musician for some time."," V době, kdy se seznámil s Raspailem, pracoval Gumb v obchodě s kuriozitami, kde vyráběl ornamenty z motýlích křídel, a nějakou dobu s tímto hudebníkem i žil."
"made","make","vyráběl","vyrábět","impf"," He was working at the curio store where the butterfly ornaments were made when he met Raspail, and he lived off the musician for some time."," V době, kdy se seznámil s Raspailem, pracoval Gumb v obchodě s kuriozitami, kde vyráběl ornamenty z motýlích křídel, a nějakou dobu s tímto hudebníkem i žil."
"pulled","pull","vytáhla","vytáhnout","pf"," When he did n't come out, she pulled the handle out of the socket and carried it back to the prone cameraman."," Když ani teď nevylézal, vytáhla kliku a kráčela s ní k němu."
"Give","give","Věnujte","věnovat","impf"," "" Give me your attention, "" she said."," "" Věnujte mi trochu pozornosti, "" řekla."
"said","say","řekla","říci","pf"," "" Give me your attention, "" she said."," "" Věnujte mi trochu pozornosti, "" řekla."
"listen","listen","neslyšel","slyšet","impf"," "" You do n't listen, do you?"," "" Vy jste mě asi vůbec neslyšel, že?"
"fastened","fasten","zapnula","zapnout","pf"," Starling fastened the collar button of her blouse, scrunched her shoulders up around her neck and slid under the door."," Starlingová se zapnula až ke krku, vsunula hlavu mezi ramena a proklouzla pod vraty."
"touching","touch","dotýkal","dotýkat","impf"," It was parked close to the left side of the storage room, almost touching the wall."," Byl zaparkovaný v levé části skladu, téměř se dotýkal zdi."
"believe","believe","Domníváte","domnívat","impf"," "" And you believe he 's treatable? """," "" Domníváte se, že se dá léčit? """
"see","see","Viděla","vidět","impf"," Did you see any on the person 's ankles in West Virginia? """," Viděla jste něco na kotnících té ženy v Západní Virginii? """
"grinned","grin","usmála","usmát","pf"," Starling grinned at him in spite of herself."," Starlingová se na něj usmála, aniž by vlastně chtěla."
"ran","run","běžela","běžet","impf"," She flapped a wave back over her shoulder as she ran to the van."," Zamávala mu přes rameno a běžela do dodávky."
"waited","wait","čekala","čekat","impf"," An Emergency Service ambulance and a limousine waited inside the first hangar."," Uvnitř jednoho hangáru čekala sanitka a jedna limuzína."
"want","want","chtěla","chtít","impf"," And Richards ' too, I want to talk to Mrs. Burdine. """," A adresu Richardse, chtěla bych mluvit s paní Burdinovou. """
"talk","talk","mluvit","mluvit","impf"," And Richards ' too, I want to talk to Mrs. Burdine. """," A adresu Richardse, chtěla bych mluvit s paní Burdinovou. """
"try","try","snažit","snažit","impf"," You have to try to look businesslike. """," Musíte se snažit vypadat takzvaně důvěryhodně. """
"steal","steal","kradla","krást","impf"," When she was eight, there was a crow, one of a flock on the gritty wind of that sour town, and this crow liked to steal from the motel cleaning carts."," Clarice bylo právě osm let, když se tam objevila vrána, jedna z celého hejna poletujícího páchnoucím vzduchem zaprášeného města, a tahle vrána ráda kradla věci z motelové kárky."
"wait","wait","čekala","čekat","impf"," The crow would wait for its chance, and then rummage among the many housekeeping items on the cart."," Vrána jen čekala na příležitost a pak se prohrabovala věcmi na vozíku."
"stick","stick","Píchneš","píchnout","pf"," You 'll stick yourself with a pin and then where will we be?"," Píchneš se špendlíkem a co potom?"
"get","get","dostaneš","dostat","pf"," You get a Chew-wy when we get through-y, you get a Chew-wy doody doody doo. """," Až to budeme mít hotové, dostaneš svačinku. """
"get","get","dostaneš","dostat","pf"," You get a Chew-wy when we get through-y, you get a Chew-wy doody doody doo. """," Až to budeme mít hotové, dostaneš svačinku. """
"get","get","dostaneš","dostat","pf"," You get a Chew-wy when we get through-y, you get a Chew-wy doody doody doo. """," Až to budeme mít hotové, dostaneš svačinku. """
"writing","write","napsáno","napsat","pf"," It was a scrap of construction paper with writing in crayon."," Byl to kousek papíru a na něm bylo křídou cosi napsáno."
"read","read","četla","číst","impf"," Starling read :"," Starlingová četla :"
"read","read","Přečetla","přečíst","pf"," "" Would you read it aloud?"," "" Přečetla byste to nahlas?"
"hear","hear","neuslyší","uslyšet","pf"," He wo n't hear you. """," On vás neuslyší. """
"need","need","musím","muset","impf"," Dizzy dark, need to touch something, the edge of the tub."," Ze tmy se jí zatočila hlava, musím se něčeho chytnout, okraj vany."
"find","find","najde","najít","pf"," If he can find the door he can hose this room, nothing to get behind."," Jestli najde tyhle dveře, může vzít pistoli a všechno to tu rozstřílet."
