"dance","dance","tančí","tančit","impf"," One tries to dance, lurching unbalanced, with a white marble statue;"," Jeden člověk tančí se sochou z bílého mramoru."
"sits","sit","sedí","sedět","impf"," The fellow sits hunched, concentrating on the maps."," Ten člověk sedí shrbený a soustředí se na mapy."
"concentrating","concentrate","soustředí","soustředit","pf"," The fellow sits hunched, concentrating on the maps."," Ten člověk sedí shrbený a soustředí se na mapy."
"dismissed","dismiss","propustí","propustit","pf"," In time I am dismissed, albeit with the lieutenant ’ s apparently sincere thanks."," Po chvíli mě velitelka propustí s napohled upřímnými díky."
"decided","decide","rozhoduje","rozhodovat","impf"," There, in the hard palatal shift of underlying stone, the real course of histories and continents is decided."," Tam na tvrdém patře spodního kamení se rozhoduje o skutečném pohybu dějin a světadílů."
"shape","shape","utvářejí","utvářet","impf"," Buried within the indefinite edge stressed in continual shock below and obeying their own trajectories and rules, the pent powers that shape the future world lie;"," V neostrém rozhraní rozervávaném neutuchajícími spodními otřesy přebývají vypjaté síly, které utvářejí budoucí svět a sledují při tom vlastní trajektorie a pravidla;"
"think","think","Myslím","myslet","impf"," I think he ’ d made to catch it, and might have, but for my sudden appearance."," Myslím, že se napřahoval, aby ho chytil, a možná by se mu to i podařilo, kdybych se tam tak náhle nezjevil."
"made","make","chytil","chytit","pf"," I think he ’ d made to catch it, and might have, but for my sudden appearance."," Myslím, že se napřahoval, aby ho chytil, a možná by se mu to i podařilo, kdybych se tam tak náhle nezjevil."
"catch","catch","chytil","chytit","pf"," I think he ’ d made to catch it, and might have, but for my sudden appearance."," Myslím, že se napřahoval, aby ho chytil, a možná by se mu to i podařilo, kdybych se tam tak náhle nezjevil."
"dressed","dress","Oblečen","obléci","pf"," He was dressed for a trip to town."," Oblečen byl na vyjížďku do města."
"wore","wear","měla","mít","impf"," She wore filmy night things under a housecoat, her hair was wild, her face striped with some beauty treatment."," Ona měla na sobě průsvitné noční prádlo, přes ně domácí plášť, byla neučesaná a po obličeji měla rozetřený nějaký zkrášlující přípravek."
"wore","wear","měla","mít","impf"," She wore filmy night things under a housecoat, her hair was wild, her face striped with some beauty treatment."," Ona měla na sobě průsvitné noční prádlo, přes ně domácí plášť, byla neučesaná a po obličeji měla rozetřený nějaký zkrášlující přípravek."
"rest","rest","odpočívám","odpočívat","impf"," I rest there, wedged."," Zaklíněn odpočívám."
"relieving","relieve","ulevit","ulevit","pf"," Like this, though, I can stop and rest on my way up the shaft, relieving my arms if they become too weakened by the effort."," Takhle se můžu cestou ze studny zastavovat, oddechnout si a ulevit rukám, když se vysílí námahou."
"set","set","Dám","dát","pf"," I set off, pulling on the rope, my breath panting, my heart racing the higher I go."," Dám se znovu do práce, vytahuju se po provaze, popadám dech, a čím jsem výš, tím rychleji mi tluče srdce."
"pulling","pull","vytahuju","vytahovat","impf"," I set off, pulling on the rope, my breath panting, my heart racing the higher I go."," Dám se znovu do práce, vytahuju se po provaze, popadám dech, a čím jsem výš, tím rychleji mi tluče srdce."
"panting","pant","tluče","tlouci","impf"," I set off, pulling on the rope, my breath panting, my heart racing the higher I go."," Dám se znovu do práce, vytahuju se po provaze, popadám dech, a čím jsem výš, tím rychleji mi tluče srdce."
"start","start","začnou","začít","pf"," My arms start to quake and quiver and burn with fatigue;"," Ruce se mi začnou třást a klepat a hoří vysílením;"
"quake","quake","třást","třást","impf"," My arms start to quake and quiver and burn with fatigue;"," Ruce se mi začnou třást a klepat a hoří vysílením;"
"quiver","quiver","třást","třást","impf"," My arms start to quake and quiver and burn with fatigue;"," Ruce se mi začnou třást a klepat a hoří vysílením;"
"burn","burn","hoří","hořet","impf"," My arms start to quake and quiver and burn with fatigue;"," Ruce se mi začnou třást a klepat a hoří vysílením;"
"brought","bring","přineslo","přinést","pf"," My exile brought one incalculable benefit, one utterly unlooked for bonus which would, years later, maturing, be consolidated."," Vyhnanství mi přineslo jednu netušenou odměnu, jednu zcela nečekanou výhru, která se léty uležela a nebývale vyzrála."
"persuaded","persuade","Přemluvila","přemluvit","pf"," You came to my room, having persuaded a servant to let you in with a pass key, so that you might apologise for what you said was your part in my offence."," Přemluvila jsi sluhu, aby ti otevřel univerzálním klíčem, a přišlas za mnou do pokojíčku, aby ses mi omluvila za podílnictví na mém přestupku."
"came","come","přišlas","přijít","pf"," You came to my room, having persuaded a servant to let you in with a pass key, so that you might apologise for what you said was your part in my offence."," Přemluvila jsi sluhu, aby ti otevřel univerzálním klíčem, a přišlas za mnou do pokojíčku, aby ses mi omluvila za podílnictví na mém přestupku."
"take","take","ubírají","ubírat","impf"," My dreams, my dearest, take the same direction as my last conscious thoughts, turning to you, still unreturned."," Moje sny se ubírají týmž směrem jako poslední bdělé myšlenky a obracejí se k tobě, má nejdražší, která se nevracíš."
"turning","turn","obracejí","obracet","impf"," My dreams, my dearest, take the same direction as my last conscious thoughts, turning to you, still unreturned."," Moje sny se ubírají týmž směrem jako poslední bdělé myšlenky a obracejí se k tobě, má nejdražší, která se nevracíš."
"repeats","repeat","opakuje","opakovat","impf"," ‘ Vet, ’ she repeats, and puts her arms behind her head, as though in surrender ( her gaudy jacket falls open and, within her army shirt, the lieutenant ’ s breasts press briefly out;"," "" Zvíře, "" opakuje a založí si ruce za hlavou, jako kdyby se vzdávala ( křiklavý kabátec se jí rozevře a v armádní košili se nakrátko rýsují ňadra;"
"take","take","vzít","vzít","pf"," Still, you take what you can get, you know? ’"," Člověk holt musí vzít zavděk tím, co je po ruce, že ano. """
"pull","pull","Tahám","tahat","impf"," I pull on it, twisting my wrists again and trying to force my hands through."," Tahám za něj, zase kroutím zápěstími a snažím se silou protáhnout ruce skrz."
"twisting","twist","kroutím","kroutit","impf"," I pull on it, twisting my wrists again and trying to force my hands through."," Tahám za něj, zase kroutím zápěstími a snažím se silou protáhnout ruce skrz."
"trying","try","snažím","snažit","impf"," I pull on it, twisting my wrists again and trying to force my hands through."," Tahám za něj, zase kroutím zápěstími a snažím se silou protáhnout ruce skrz."
"gives","give","povolí","povolit","pf"," Something gives."," Něco povolí."
"lift","lift","zvednu","zvednout","pf"," I tear the grubby loop off the other wrist, then reach, arms and back protesting, and lift the weight of the helmet off my head."," Strhávám roztřepenou smyčku z druhého zápěstí, pak zvednu ruce, které společně se zády stávkují, a sundám si z hlavy těžkou přilbici."
"feel","feel","cítím","cítit","impf"," Finally, I feel something come loose on the outside of the knot, but twist my wrists and reach with straining fingers as I might, I cannot pull on it."," Konečně cítím, že na uzlu něco povolilo, ale ač kroutím zápěstími a napínám prsty, seč můžu, nedokážu za očko zabrat."
"twist","twist","kroutím","kroutit","impf"," Finally, I feel something come loose on the outside of the knot, but twist my wrists and reach with straining fingers as I might, I cannot pull on it."," Konečně cítím, že na uzlu něco povolilo, ale ač kroutím zápěstími a napínám prsty, seč můžu, nedokážu za očko zabrat."
"turns","turn","obrátí","obrátit","pf"," The lieutenant turns to a man limping past wearing a steel helmet and carrying a rifle, puts out one arm across his chest and brings him smoothly to a stop."," Velitelka se obrátí k muži, který se belhá kolem s ocelovou přilbou na hlavě a s puškou v ruce, a nataženou paží ho jemně zadrží."
"spoke","speak","mluvil","mluvit","impf"," It is the elder of the two men I spoke to yesterday."," Je to starší ze dvou mužů, se kterými jsem mluvil včera."
"think","think","pomyslím","pomyslit","pf"," ‘ Victim, ’ she says, gently ( and I have to think, well, he was at least well named )."," "" Oběti, "" osloví ho něžně ( pomyslím si, že ta přezdívka sedí )."
"left","leave","odešel","odejít","pf"," I left the castle;"," Já jsem ze zámku odešel;"
"brought","bring","přivedla","přivést","pf"," you brought us all back."," to vy jste nás přivedla všechny zpátky."
"ride","ride","jezdit","jezdit","impf"," I alone ride well."," Na koni tu umím jezdit jenom já."
"blamed","blame","nevyčítala","vyčítat","impf"," And you, my base precious, have never blamed me."," A ty, má vzácná padlá, jsi mi nikdy nic nevyčítala."
"passed","pass","přešlo","přejít","pf"," for all that ’ s passed your lips, not one word of abjuration has ever issued from your mouth."," a že ti přes rty přešlo leccos - jediné slůvko zavržení nevyšlo z tvých úst."
"issued","issue","nevyšlo","vyjít","pf"," for all that ’ s passed your lips, not one word of abjuration has ever issued from your mouth."," a že ti přes rty přešlo leccos - jediné slůvko zavržení nevyšlo z tvých úst."
