"allowed","allow","nesměla","smět","impf"," I did not know what to do that first Sunday I was not allowed to go home."," První neděli, kdy jsem nesměla jít domů, jsem nevěděla, co dělat."
"seemed","seem","zdálo","zdát","impf"," Everything seemed to be exactly the same, except cleaner and purer."," Všechno vypadalo naprosto stejné, pouze se to zdálo dokonalejší a čistší."
"seen","see","viděl","vidět","impf"," Now that he had seen my hair, now that he had seen m revealed, I no longer felt I had something precious to hide and keep to myself."," Teď, když viděl moje vlasy, poté, co mě spatřil odhalenou, neměla jsem už pocit, že mi patří něco cenného, co musím ukrývat a nechávat si to jen pro sebe."
"seen","see","viděl","vidět","impf"," Now that he had seen my hair, now that he had seen m revealed, I no longer felt I had something precious to hide and keep to myself."," Teď, když viděl moje vlasy, poté, co mě spatřil odhalenou, neměla jsem už pocit, že mi patří něco cenného, co musím ukrývat a nechávat si to jen pro sebe."
"seen","see","spatřil","spatřit","pf"," Now that he had seen my hair, now that he had seen m revealed, I no longer felt I had something precious to hide and keep to myself."," Teď, když viděl moje vlasy, poté, co mě spatřil odhalenou, neměla jsem už pocit, že mi patří něco cenného, co musím ukrývat a nechávat si to jen pro sebe."
"seen","see","spatřil","spatřit","pf"," Now that he had seen my hair, now that he had seen m revealed, I no longer felt I had something precious to hide and keep to myself."," Teď, když viděl moje vlasy, poté, co mě spatřil odhalenou, neměla jsem už pocit, že mi patří něco cenného, co musím ukrývat a nechávat si to jen pro sebe."
"keep","keep","neměla","mít","impf"," Now that he had seen my hair, now that he had seen m revealed, I no longer felt I had something precious to hide and keep to myself."," Teď, když viděl moje vlasy, poté, co mě spatřil odhalenou, neměla jsem už pocit, že mi patří něco cenného, co musím ukrývat a nechávat si to jen pro sebe."
"hide","hide","ukrývat","ukrývat","impf"," Now that he had seen my hair, now that he had seen m revealed, I no longer felt I had something precious to hide and keep to myself."," Teď, když viděl moje vlasy, poté, co mě spatřil odhalenou, neměla jsem už pocit, že mi patří něco cenného, co musím ukrývat a nechávat si to jen pro sebe."
"mattered","matter","nezáleželo","záležet","impf"," It no longer mattered what I did and did not do."," Nadále už nezáleželo na tom, co dělám a co nedělám."
"did","do","dělám","dělat","impf"," It no longer mattered what I did and did not do."," Nadále už nezáleželo na tom, co dělám a co nedělám."
"did","do","dělám","dělat","impf"," It no longer mattered what I did and did not do."," Nadále už nezáleželo na tom, co dělám a co nedělám."
"do","do","dělám","dělat","impf"," It no longer mattered what I did and did not do."," Nadále už nezáleželo na tom, co dělám a co nedělám."
"did","do","nedělám","dělat","impf"," It no longer mattered what I did and did not do."," Nadále už nezáleželo na tom, co dělám a co nedělám."
"did","do","nedělám","dělat","impf"," It no longer mattered what I did and did not do."," Nadále už nezáleželo na tom, co dělám a co nedělám."
"do","do","nedělám","dělat","impf"," It no longer mattered what I did and did not do."," Nadále už nezáleželo na tom, co dělám a co nedělám."
"found","find","našla","najít","pf"," That evening I slipped from the house and found Pieter the son at one of the taverns where the butchers drank, near the Meat Hall."," Ten večer jsem vyklouzla z domu a našla jsem Pietera mladšího v jedné z krčem poblíž Masných krámů, kde pili řezníci."
"drank","drink","pili","pít","impf"," That evening I slipped from the house and found Pieter the son at one of the taverns where the butchers drank, near the Meat Hall."," Ten večer jsem vyklouzla z domu a našla jsem Pietera mladšího v jedné z krčem poblíž Masných krámů, kde pili řezníci."
"wore","wear","měla","mít","impf"," She wore a mantle of rich yellow satin trimmed with white ermine, and a fashionable five-pointed red ribbon in her hair."," Na sobě měla kabátek z přepychového žlutého saténu lemovaný bílým hermelínem a ve vlasech módní pěticípou červenou stuhu."
"seem","seem","Zdálo","zdát","impf"," Entranced with herself in the mirror, she did not seem to be aware that anyone was looking at her."," Zdálo se, jako by byla uchvácena sama sebou v zrcadle, takže si neuvědomuje, že se na ni někdo dívá."
"looking","look","dívá","dívat","impf"," Entranced with herself in the mirror, she did not seem to be aware that anyone was looking at her."," Zdálo se, jako by byla uchvácena sama sebou v zrcadle, takže si neuvědomuje, že se na ni někdo dívá."
"see","see","Chápu","chápat","impf"," ' I see, ' he murmured when it had stopped."," "" Chápu, "" zamumlal, když se zvon odmlčel."
"murmured","murmur","zamumlal","zamumlat","pf"," ' I see, ' he murmured when it had stopped."," "" Chápu, "" zamumlal, když se zvon odmlčel."
"consider","consider","Uvážím","uvážit","pf"," ' Let me consider this. '"," "" Uvážím to. """
"removed","remove","Odebral","odebrat","pf"," He removed some of the ivory, putting it back in a drawer."," Odebral část slonoviny a vrátil ji do zásuvky."
"take","take","trvat","trvat","impf"," ' It should n't take long."," "" Nemělo by to trvat dlouho."
"go","go","jít","jít","impf"," I must go out."," Já musím jít ven."
"Leave","leave","nech","nechat","pf"," Leave it here when you are done. '"," Až skončíš, nech to tady. """
"speak","speak","promluvit","promluvit","pf"," He would have to speak to Catharina and tell her about my work."," Bude muset promluvit s Catharinou a povědět jí o mé práci."
"tell","tell","povědět","povědět","pf"," He would have to speak to Catharina and tell her about my work."," Bude muset promluvit s Catharinou a povědět jí o mé práci."
"thought","think","Pomyslela","pomyslet","pf"," I thought of the woman looking at herself in the painting upstairs, of wearing pearls and yellow satin."," Pomyslela jsem na ženu prohlížející si sebe samu na tom obrazu nahoře a na nošení perel či žlutého saténu."
"meeting","meet","čelit","čelit","impf"," She would have no trouble meeting the gaze of a gentleman."," Jí by nebylo zatěžko čelit pohledu vznešeného muže."
"lift","lift","zvednout","zvednout","pf"," When I managed to lift my eyes to his he was no longer looking at me."," Když jsem se přiměla zvednout k němu oči, už se na mě nedíval."
"looking","look","nedíval","dívat","impf"," When I managed to lift my eyes to his he was no longer looking at me."," Když jsem se přiměla zvednout k němu oči, už se na mě nedíval."
"saw","see","spatřila","spatřit","pf"," The next day I saw the woman herself."," Následujícího dne jsem onu ženu spatřila."
"walked","walk","kráčeli","kráčet","impf"," On my way back from the butcher a man and woman walked ahead of me on the Oude Langendijck."," Cestou zpátky od řezníka přede mnou po Oude Langendijck kráčeli muž a žena."
"turned","turn","otočil","otočit","pf"," At our door he turned to her and bowed, then walked on."," U našich dveří se k ní otočil, uklonil se a šel dál."
"walked","walk","šel","jít","impf"," At our door he turned to her and bowed, then walked on."," U našich dveří se k ní otočil, uklonil se a šel dál."
"wished","wish","Přála","přát","impf"," ' I wished my mother could hear him."," Přála jsem si, aby ho slyšela má matka."
"hear","hear","slyšela","slyšet","impf"," ' I wished my mother could hear him."," Přála jsem si, aby ho slyšela má matka."
"influenced","influence","ovlivnily","ovlivnit","pf"," She was suspicious of me, in part because she did not like me, but also because she was influenced by the stories we had all heard of maids stealing silver spoons from their mistresses."," Podezírala mě, zčásti proto, že mě neměla ráda, ale také proto, že ji ovlivnily historky o služkách kradoucích svým paním stříbrné lžičky, jaké jsme slýchali všichni."
"looking","look","hledaly","hledat","impf"," Stealing and tempting the master of the house - that was what mistresses were always looking for in maids."," Okrádání a svádění pána domu - to hledaly paní u služebných vždycky."
"help","help","pomohu","pomoci","pf"," I will help you, then. '"," Tak já ti tedy pomohu. """
"took","take","Vzala","vzít","pf"," I took the cloth from him without touching them and brought it to the window to shake out."," Vzala jsem od něj látku, aniž jsem se jeho rukou dotkla, a odnesla jsem ji k oknu vyklepat."
"touching","touch","dotkla","dotknout","pf"," I took the cloth from him without touching them and brought it to the window to shake out."," Vzala jsem od něj látku, aniž jsem se jeho rukou dotkla, a odnesla jsem ji k oknu vyklepat."
"placed","place","uložila","uložit","pf"," Then I folded it and placed it in a chest in the storeroom."," Pak jsem ji poskládala a uložila jsem ji do truhly v komoře."
"ask","ask","neptala","ptát","impf"," I did not ask him why."," Na důvod jsem se ho však neptala."
"wanted","want","Chtělo","chtít","impf"," I wanted to look at him, to guess what he was thinking, but I kept my eyes on my broom, cleaning up the dust disturbed by the blue cloth."," Chtělo se mi dívat se na něj a uhodnout, nač myslí, nespouštěla jsem ale oči ze smetáku a uklízela jsem prach zvířený modrou látkou."
"look","look","dívat","dívat","impf"," I wanted to look at him, to guess what he was thinking, but I kept my eyes on my broom, cleaning up the dust disturbed by the blue cloth."," Chtělo se mi dívat se na něj a uhodnout, nač myslí, nespouštěla jsem ale oči ze smetáku a uklízela jsem prach zvířený modrou látkou."
"guess","guess","uhodnout","uhodnout","pf"," I wanted to look at him, to guess what he was thinking, but I kept my eyes on my broom, cleaning up the dust disturbed by the blue cloth."," Chtělo se mi dívat se na něj a uhodnout, nač myslí, nespouštěla jsem ale oči ze smetáku a uklízela jsem prach zvířený modrou látkou."
"cleaning","clean","uklízela","uklízet","impf"," I wanted to look at him, to guess what he was thinking, but I kept my eyes on my broom, cleaning up the dust disturbed by the blue cloth."," Chtělo se mi dívat se na něj a uhodnout, nač myslí, nespouštěla jsem ale oči ze smetáku a uklízela jsem prach zvířený modrou látkou."
"left","leave","Zanechal","zanechat","pf"," He left me and I finished up quickly, not wanting to linger in the studio."," Zanechal mě tam a já jsem rychle skončila, protože jsem se nechtěla v ateliéru dál zdržovat."
