"trying","try","pokusila","pokusit","pf"," By that time, all three were trying to catch it and help me out by lightening the load."," Na tomto místě se medvíďata pokusila ocas chytit a odlehčit mi tak od nákladu."
"came","come","přišel","přijít","pf"," When I came back the next day, they were both gone."," Když jsem přišel nazítří, byli oba pryč."
"relaxed","relax","odpočívala","odpočívat","impf"," Curls relaxed and fed as I walked ahead of her on my way back uphill."," Kudrlinka odpočívala a krmila se a já stoupal zpátky na kopec."
"fed","feed","krmila","krmit","impf"," Curls relaxed and fed as I walked ahead of her on my way back uphill."," Kudrlinka odpočívala a krmila se a já stoupal zpátky na kopec."
"sat","sit","posadili","posadit","pf"," Halfway up the hill, they sat down, so I joined them."," V půli cesty se posadili, a tak jsem sešel k nim."
"decided","decide","rozhodli","rozhodnout","pf"," Then they decided to play."," Pak se rozhodli, že si budou hrát."
"play","play","hrát","hrát","impf"," Then they decided to play."," Pak se rozhodli, že si budou hrát."
"ensued","ensue","následoval","následovat","impf"," First Squirty launched herself at Curls, then the Boy launched himself at me, and a twenty-minute roughhouse session ensued."," Nejdříve se Drobná pustila do Kudrlinky, pak se Boy pustil do mne a následoval dvacetiminutový ´bengál."
"grasped","grasp","pochopil","pochopit","pf"," If I had n't fully grasped it before that day, the bonding function of play was now indelibly made clear to me."," Předtím jsem to tak nevnímal, ale onoho dne jsem jasně pochopil, jak důležitá je pro utužování vzájemného pouta hra."
"made","make","pochopil","pochopit","pf"," If I had n't fully grasped it before that day, the bonding function of play was now indelibly made clear to me."," Předtím jsem to tak nevnímal, ale onoho dne jsem jasně pochopil, jak důležitá je pro utužování vzájemného pouta hra."
"see","see","spatřil","spatřit","pf"," The signal did n't get strong until I could see the top of the ridge ahead of me."," Signál zesílil až poté, co jsem vpředu spatřil vrcholek hřebene."
"saw","see","neviděl","vidět","impf"," I knew she was close, probably in the low spruce understory ahead of me, but I saw nothing."," Věděl jsem, že Drobná je blízko, nejspíš v nízkém podrostu přede mnou, ale neviděl jsem nic."
"watched","watch","pozoroval","pozorovat","impf"," I waited and watched for several minutes before finally calling to her."," Pár minut jsem tiše stál a pozoroval okolí, a pak jsem zavolal."
"calling","call","zavolal","zavolat","pf"," I waited and watched for several minutes before finally calling to her."," Pár minut jsem tiše stál a pozoroval okolí, a pak jsem zavolal."
"standing","stand","Měl","mít","impf"," She seemed to materialize like a ghost, soundlessly standing about forty-five yards away."," Měl jsem dojem, že se zhmotnila jako duch a zčistajasna, v naprosté tichosti stála najednou nějakých čtyřicet metrů ode mne."
"save","save","zachoval","zachovat","pf"," For more than twenty years, I have worked to save the orchard surrounding the cellar hole of the homestead, which was abandoned sometime before 1850."," Víc než dvacet let jsem tvrdě dřel, abych zachoval ovocný sad, který obklopuje travnaté udolí, opuštěné někdy kolem roku 1850."
"surrounding","surround","obklopuje","obklopovat","impf"," For more than twenty years, I have worked to save the orchard surrounding the cellar hole of the homestead, which was abandoned sometime before 1850."," Víc než dvacet let jsem tvrdě dřel, abych zachoval ovocný sad, který obklopuje travnaté udolí, opuštěné někdy kolem roku 1850."
"follow","follow","následovat","následovat","impf"," But it certainly demonstrates not only the relative ease with which one bear can follow the sign of another, but the very specific step-for-step way that it often chooses to."," Příhoda je ale názornou ukázkou, že jeden medvěd může poměrně bez potíží následovat stopu druhého, ale popisuje i poměrně častý způsob chůze krok za krokem ve vyšlapaných stopách, který medvědi s oblibou provozují."
"exists","exist","neexistují","existovat","impf"," While there still is n't enough clear evidence to prove that formal cooperation exists in bears, it does appear that the required mechanisms to develop intentional recruitment toward excess food are present."," Přestože stále neexistují věrohodné důkazy o tom, že mezi medvědy skutečně probíhá formální spolupráce, vychází najevo, že existují jisté mechanismy potřebné k rozvíjení záměrného odvádění přebytků potravy."
"appear","appear","vychází","vycházet","impf"," While there still is n't enough clear evidence to prove that formal cooperation exists in bears, it does appear that the required mechanisms to develop intentional recruitment toward excess food are present."," Přestože stále neexistují věrohodné důkazy o tom, že mezi medvědy skutečně probíhá formální spolupráce, vychází najevo, že existují jisté mechanismy potřebné k rozvíjení záměrného odvádění přebytků potravy."
"exists","exist","existují","existovat","impf"," While there still is n't enough clear evidence to prove that formal cooperation exists in bears, it does appear that the required mechanisms to develop intentional recruitment toward excess food are present."," Přestože stále neexistují věrohodné důkazy o tom, že mezi medvědy skutečně probíhá formální spolupráce, vychází najevo, že existují jisté mechanismy potřebné k rozvíjení záměrného odvádění přebytků potravy."
"did","do","předvedla","předvést","pf"," She then did something she had never shown me before : locking her legs into full extension as she moved forward, she did a slow, deliberate, "" stiff-legged "" walk as she ground her paws into the duff with each step."," Pak ale předvedla něco, čeho jsme dosud nebyl svědkem : natáhla nohy, přitiskla je k sobě, a s takto záměrně ´ztuhlýma´ nohama se pohybovala vpřed při každém kroku pevně zabořila tlapu do lesního humusu."
"shown","show","předvedla","předvést","pf"," She then did something she had never shown me before : locking her legs into full extension as she moved forward, she did a slow, deliberate, "" stiff-legged "" walk as she ground her paws into the duff with each step."," Pak ale předvedla něco, čeho jsme dosud nebyl svědkem : natáhla nohy, přitiskla je k sobě, a s takto záměrně ´ztuhlýma´ nohama se pohybovala vpřed při každém kroku pevně zabořila tlapu do lesního humusu."
"did","do","předvedla","předvést","pf"," She then did something she had never shown me before : locking her legs into full extension as she moved forward, she did a slow, deliberate, "" stiff-legged "" walk as she ground her paws into the duff with each step."," Pak ale předvedla něco, čeho jsme dosud nebyl svědkem : natáhla nohy, přitiskla je k sobě, a s takto záměrně ´ztuhlýma´ nohama se pohybovala vpřed při každém kroku pevně zabořila tlapu do lesního humusu."
"moved","move","pohybovala","pohybovat","impf"," She then did something she had never shown me before : locking her legs into full extension as she moved forward, she did a slow, deliberate, "" stiff-legged "" walk as she ground her paws into the duff with each step."," Pak ale předvedla něco, čeho jsme dosud nebyl svědkem : natáhla nohy, přitiskla je k sobě, a s takto záměrně ´ztuhlýma´ nohama se pohybovala vpřed při každém kroku pevně zabořila tlapu do lesního humusu."
"repeated","repeat","zopakovala","zopakovat","pf"," Later, at a second red pine farther along the ridge, she repeated her performance."," Později pak u další smolné borovice rostoucí cestou při hřebeni zopakovala celé představení znovu."
"tried","try","pokusil","pokusit","pf"," After about a half hour, I put the mirror away and tried to analyze what I had observed."," Asi po půlhodině jsem zrcadlo odnesl a pokusil se utřídit poznatky z nově získaných pozorování."
"failed","fail","selhal","selhat","pf"," At that point, the identification process failed;"," V tomto bodě identifikační postup selhal;"
"seeing","see","viděli","vidět","impf"," what they were seeing was n't another bear because it did n't smell like one."," to, co viděli, nebyl medvěd, protože to jako medvěd nepáchlo."
"smell","smell","nepáchlo","páchnout","impf"," what they were seeing was n't another bear because it did n't smell like one."," to, co viděli, nebyl medvěd, protože to jako medvěd nepáchlo."
"seeing","see","viděli","vidět","impf"," But the image they were seeing was still a bear-their eyes clearly told them that."," Avšak podoba, kterou viděli, přesto byla medvědem - oči jim to jasně říkaly."
"told","tell","říkaly","říkat","impf"," But the image they were seeing was still a bear-their eyes clearly told them that."," Avšak podoba, kterou viděli, přesto byla medvědem - oči jim to jasně říkaly."
"parked","park","Zaparkoval","zaparkovat","pf"," I parked my truck and got out of the cab to wait for Peanut, and the next thing I knew, the Boy appeared out of the woods;"," Zaparkoval jsem dodávku a vystoupil z kabiny, že počkám na Buráka, když v tom se z lesa přímo přede mnou vynořil Boy."
