"loved","love","miluji","milovat","impf"," I had n't known I loved her."," Nevěděl jsem, že ji miluji."
"told","tell","řekl","říci","pf"," Major Tyderman had told Annie Villars that he and a partner of his had something going for them that would make them rich."," Major Tyderman řekl Annii Villarsové, že má partnera, s kterým vymyslel plán, na němž určitě zbohatnou."
"thought","think","myslela","myslet","impf"," She had thought he meant control of Rudiments, but of course it had n't been that."," Annie myslela, že jde o Rudimentse, jednalo se však o něco zcela jiného."
"meant","mean","myslela","myslet","impf"," She had thought he meant control of Rudiments, but of course it had n't been that."," Annie myslela, že jde o Rudimentse, jednalo se však o něco zcela jiného."
"read","read","Četl","číst","impf"," "" I 've read an outline of that case."," "" Četl jsem protokoly."
"went","go","Odešel","odejít","pf"," He went out of the room and came back almost immediately with his two cooks."," Odešel z místnosti a v minutě se vrátil s oběma kuchařkami."
"like","like","chcete","chtít","impf"," Desert me if you like, but if you want to please, stick. """," Jestli mě chcete opustit, tak samozřejmě můžete, ale kdybyste se mně držel, byla bych ráda. """
"want","want","chcete","chtít","impf"," Desert me if you like, but if you want to please, stick. """," Jestli mě chcete opustit, tak samozřejmě můžete, ale kdybyste se mně držel, byla bych ráda. """
"please","please","chcete","chtít","impf"," Desert me if you like, but if you want to please, stick. """," Jestli mě chcete opustit, tak samozřejmě můžete, ale kdybyste se mně držel, byla bych ráda. """
"Desert","desert","opustit","opustit","pf"," Desert me if you like, but if you want to please, stick. """," Jestli mě chcete opustit, tak samozřejmě můžete, ale kdybyste se mně držel, byla bych ráda. """
"stick","stick","držel","držet","impf"," Desert me if you like, but if you want to please, stick. """," Jestli mě chcete opustit, tak samozřejmě můžete, ale kdybyste se mně držel, byla bych ráda. """
"listening","listen","poslouchali","poslouchat","impf"," We stood quietly in it, getting damp, listening for the sound of an engine, watching for the shadow against the sky."," Stáli jsme mlčky, mlčky jsme mokli, mlčky jsme poslouchali, kdy uslyšíme hukot motoru blížícího se letadla, kdy uvidíme na nebi stín."
"looked","look","podívala","podívat","pf"," Annie Villars looked at me anxiously."," Annie Villarsová se na mě úzkostlivě podívala."
"lost","lose","neztratila","ztratit","pf"," She could n't have gone down too far ... hit the sea ... got disorientated in the cloud ... lost when she came out of it ... still in danger."," Snad nemohla sestoupit příliš nízko ... vletět do moře ... snad neztratila orientaci v mracích ... nebo když se z nich dostala ... nemůže už být v nebezpečí ..."
"got","get","dostala","dostat","pf"," She could n't have gone down too far ... hit the sea ... got disorientated in the cloud ... lost when she came out of it ... still in danger."," Snad nemohla sestoupit příliš nízko ... vletět do moře ... snad neztratila orientaci v mracích ... nebo když se z nich dostala ... nemůže už být v nebezpečí ..."
"lose","lose","ztratí","ztratit","pf"," One day she was certainly going to lose her sister."," Věděla, že jednoho dne určitě ztratí sestru."
"losing","lose","ztratit","ztratit","pf"," She could n't face losing her brother as well."," Nechtěla ztratit taky bratra."
"said","say","řekl","říci","pf"," "" It wo n't happen, "" he said calmly."," "" Nic takového se nestane, "" řekl Colin klidně."
"looked","look","podívaly","podívat","pf"," They looked at him, and at me."," Obě se na něho podívaly a pak se ohlédly na mě."
"intending","intend","chtěl","chtít","impf"," You are saying that Major Tyderman, intending to blow up the aeroplane for reasons unknown, took a bomb with him to the races. """," Vy tvrdíte, že major Tyderman chtěl z neznámých důvodů zničit letadlo a že proto s sebou vezl na dostihy bombu. """
"blow","blow","zničit","zničit","pf"," You are saying that Major Tyderman, intending to blow up the aeroplane for reasons unknown, took a bomb with him to the races. """," Vy tvrdíte, že major Tyderman chtěl z neznámých důvodů zničit letadlo a že proto s sebou vezl na dostihy bombu. """
"thank","thank","Děkuji","děkovat","impf"," "" Great sir, thank you, "" I said."," "" Děkuji, pane, stará se skvěle. """
"climbed","climb","vystoupili","vystoupit","pf"," It stopped about twenty feet away, and two men climbed out."," Vůz zastavil asi dvacet stop od letadla a vystoupili z něho dva muži."
"stood","stand","postavil","postavit","pf"," I took my weight off the wing and stood up."," Odlepil jsem se od křídla a postavil se zpříma."
"waiting","wait","čekal","čekat","impf"," He stopped a few paces away, waiting for the larger man to catch up."," Muž se zastavil několik kroků od nás a čekal, až ho dohoní jeho společník."
"catch","catch","dohoní","dohonit","pf"," He stopped a few paces away, waiting for the larger man to catch up."," Muž se zastavil několik kroků od nás a čekal, až ho dohoní jeho společník."
"turned","turn","změnilo","změnit","pf"," The aircraft which had turned on to the right heading at the right time at roughly the right place had n't been the right aircraft after all."," Letadlo, které na správném místě změnilo kurs, přece jen nebylo to pravé."
"stay","stay","zůstat","zůstat","pf"," She could stay up for more than another hour and a half."," Ještě hodinu a půl může zůstat nahoře."
"find","find","našel","najít","pf"," I had over an hour in which to find her."," Na to, abych ji našel, jsem měl hodinu."
"looked","look","Podíval","podívat","pf"," I looked down."," Podíval jsem se dolů."
"arrived","arrive","dorazil","dorazit","pf"," The larger man arrived with the grip, and I stowed it in the forward luggage locker between the engine wall and the forward bulkhead of the cabin."," Jeho společník mezitím dorazil s kufrem, uložil jsem jej v předním zavazadlovém prostoru za motorem, před přední stěnou kabiny."
"stowed","stow","uložil","uložit","pf"," The larger man arrived with the grip, and I stowed it in the forward luggage locker between the engine wall and the forward bulkhead of the cabin."," Jeho společník mezitím dorazil s kufrem, uložil jsem jej v předním zavazadlovém prostoru za motorem, před přední stěnou kabiny."
"think","think","myslíte","myslet","impf"," "" What do you think of Kenny Bayst? "", asked Nancy."," "" Co si myslíte o Baystovi? "" zeptal jsem se Nancy."
"asked","ask","zeptal","zeptat","pf"," "" What do you think of Kenny Bayst? "", asked Nancy."," "" Co si myslíte o Baystovi? "" zeptal jsem se Nancy."
"came","come","přijel","přijet","pf"," He came over here thinking everyone owed him a living, as he 'd had a great big successful apprenticeship back home. """," Když sem přijel, tak se choval, jako když mu to tu patří, protože tam u nich měl hned velké úspěchy. """
"thinking","think","měl","mít","impf"," He came over here thinking everyone owed him a living, as he 'd had a great big successful apprenticeship back home. """," Když sem přijel, tak se choval, jako když mu to tu patří, protože tam u nich měl hned velké úspěchy. """
"lose","lose","prohrát","prohrát","pf"," "" Would he lose to order? """," "" Myslíte, že by dokázal prohrát na objednávku? """
"expect","expect","Myslím","myslet","impf"," "" I expect so. """," "" Myslím že ano. """
"lose","lose","prohraje","prohrát","pf"," "" Would he agree to lose to order, take the money, back himself, and try to win? """," "" A dokázal by slíbit, že prohraje, vzít peníze a potom na sebe vsadit a vyhrát? """
"take","take","vzít","vzít","pf"," "" Would he agree to lose to order, take the money, back himself, and try to win? """," "" A dokázal by slíbit, že prohraje, vzít peníze a potom na sebe vsadit a vyhrát? """
"win","win","vyhrát","vyhrát","pf"," "" Would he agree to lose to order, take the money, back himself, and try to win? """," "" A dokázal by slíbit, že prohraje, vzít peníze a potom na sebe vsadit a vyhrát? """
"glinting","glint","leskly","lesknout","impf"," He was standing over nearer the rails of the course with his black head showing and the sun glinting on his glasses."," Zahlédl jsem ho ... stál u hrazení, brýle se mu leskly ve slunci ..."
"Thank","thank","Děkuji","děkovat","impf"," "" Thank you, "" I said."," "" Děkuji vám, "" řekl jsem."
"said","say","řekl","říci","pf"," "" Thank you, "" I said."," "" Děkuji vám, "" řekl jsem."
"smiled","smile","usmál","usmát","pf"," He smiled very slightly."," Nepatrně se usmál."
"left","leave","nechal","nechat","pf"," The gist of his argument was that left to herself Nancy would have come down safely somewhere over the flat land of East Anglia."," Argumentoval tím, že kdybych byl Nancy nechal, ať se o sebe postará, byla by určitě bez obtíží přistála na nějakém šikovném placatém poli někde ve východní Anglii."
"hear","hear","Slyšel","slyšet","impf"," "" Did I hear you turning down Annie 's proposition? """," "" Slyšel jsem dobře, že jste odmítl její nabídku? """
"asked","ask","prosím","prosit","impf"," "" Why? "" he asked in an aggrieved tone."," "" Proč, prosím vás? "" namítl dotčeně."
"went","go","odjela","odjet","pf"," I was up in the tower until nine, and then Uncle was impatient to get home, and I just went off with him and forgot all about coming down here with the message ... and anyway, what difference would a few hours make? """," Byla jsem až do devíti ve věži a potom strýc spěchal domů, tak jsem s ním hned odjela a zapomněla jsem vám ten vzkaz donést ... ostatně, šlo jenom o několik hodin zpoždění, to snad bylo jedno, ne?"
"forgot","forget","zapomněla","zapomenout","pf"," I was up in the tower until nine, and then Uncle was impatient to get home, and I just went off with him and forgot all about coming down here with the message ... and anyway, what difference would a few hours make? """," Byla jsem až do devíti ve věži a potom strýc spěchal domů, tak jsem s ním hned odjela a zapomněla jsem vám ten vzkaz donést ... ostatně, šlo jenom o několik hodin zpoždění, to snad bylo jedno, ne?"
"get","get","donést","donést","pf"," I was up in the tower until nine, and then Uncle was impatient to get home, and I just went off with him and forgot all about coming down here with the message ... and anyway, what difference would a few hours make? """," Byla jsem až do devíti ve věži a potom strýc spěchal domů, tak jsem s ním hned odjela a zapomněla jsem vám ten vzkaz donést ... ostatně, šlo jenom o několik hodin zpoždění, to snad bylo jedno, ne?"
