"explain","explain","nevysvětluje","vysvětlovat","impf"," It 's just a word, it does n't explain anything."," Je to jen slovo a nevysvětluje nic."
"said","say","řekl","říci","pf"," ' And the reason, ' I said, ' why I am bothering you with it rather than just dialling direct as I could, because we have some pretty sophisticated telecommunications equipment out here in the Pleiades, I can tell you, is that the penny pinching son of a starbeast piloting this son of a starbeast spaceship insists that I call collect."," ' A důvod, ' řekl jsem jí, ' proč vás takhle obtěžuju, místo abych vytočil číslo rovnou, což bych mohl, protože tady na Plejádách máme docela sofistikované telekomunikační zařízení, to si tedy pište, důvod spočívá v tom, že ten zatracenej hvězdnej syčák, co pilotuje tenhle zatracenej hvězdnej křáp, by si dal pro pětník vrtat koleno a trvá na tom, že musím telefonovat na účet volaného."
"tell","tell","řekl","říci","pf"," ' And the reason, ' I said, ' why I am bothering you with it rather than just dialling direct as I could, because we have some pretty sophisticated telecommunications equipment out here in the Pleiades, I can tell you, is that the penny pinching son of a starbeast piloting this son of a starbeast spaceship insists that I call collect."," ' A důvod, ' řekl jsem jí, ' proč vás takhle obtěžuju, místo abych vytočil číslo rovnou, což bych mohl, protože tady na Plejádách máme docela sofistikované telekomunikační zařízení, to si tedy pište, důvod spočívá v tom, že ten zatracenej hvězdnej syčák, co pilotuje tenhle zatracenej hvězdnej křáp, by si dal pro pětník vrtat koleno a trvá na tom, že musím telefonovat na účet volaného."
"bothering","bother","obtěžuju","obtěžovat","impf"," ' And the reason, ' I said, ' why I am bothering you with it rather than just dialling direct as I could, because we have some pretty sophisticated telecommunications equipment out here in the Pleiades, I can tell you, is that the penny pinching son of a starbeast piloting this son of a starbeast spaceship insists that I call collect."," ' A důvod, ' řekl jsem jí, ' proč vás takhle obtěžuju, místo abych vytočil číslo rovnou, což bych mohl, protože tady na Plejádách máme docela sofistikované telekomunikační zařízení, to si tedy pište, důvod spočívá v tom, že ten zatracenej hvězdnej syčák, co pilotuje tenhle zatracenej hvězdnej křáp, by si dal pro pětník vrtat koleno a trvá na tom, že musím telefonovat na účet volaného."
"insists","insist","trvá","trvat","impf"," ' And the reason, ' I said, ' why I am bothering you with it rather than just dialling direct as I could, because we have some pretty sophisticated telecommunications equipment out here in the Pleiades, I can tell you, is that the penny pinching son of a starbeast piloting this son of a starbeast spaceship insists that I call collect."," ' A důvod, ' řekl jsem jí, ' proč vás takhle obtěžuju, místo abych vytočil číslo rovnou, což bych mohl, protože tady na Plejádách máme docela sofistikované telekomunikační zařízení, to si tedy pište, důvod spočívá v tom, že ten zatracenej hvězdnej syčák, co pilotuje tenhle zatracenej hvězdnej křáp, by si dal pro pětník vrtat koleno a trvá na tom, že musím telefonovat na účet volaného."
"call","call","telefonovat","telefonovat","impf"," ' And the reason, ' I said, ' why I am bothering you with it rather than just dialling direct as I could, because we have some pretty sophisticated telecommunications equipment out here in the Pleiades, I can tell you, is that the penny pinching son of a starbeast piloting this son of a starbeast spaceship insists that I call collect."," ' A důvod, ' řekl jsem jí, ' proč vás takhle obtěžuju, místo abych vytočil číslo rovnou, což bych mohl, protože tady na Plejádách máme docela sofistikované telekomunikační zařízení, to si tedy pište, důvod spočívá v tom, že ten zatracenej hvězdnej syčák, co pilotuje tenhle zatracenej hvězdnej křáp, by si dal pro pětník vrtat koleno a trvá na tom, že musím telefonovat na účet volaného."
"believe","believe","Věřila","věřit","impf"," Can you believe that? ' """," Věřila byste tomu? ' """
"hung","hang","zavěsila","zavěsit","pf"," She had hung up, "" said Ford, "" by this time."," Ona zavěsila."
"buy","buy","koupit","koupit","pf"," "" Only ten pence each, "" she said, "" so you could probably even buy two."," "" Stojí jen deset pencí, "" přemlouvala, "" takže byste si mohl koupit i dva."
"breaking","break","nerozbil","rozbít","pf"," Without breaking the bank! """," A dokonce byste ani nerozbil bank! """
"breaking","break","nerozbil","rozbít","pf"," Saying "" Without breaking the bank "" had obviously given her more pleasure than anything since some GIs had been billeted on her in the war."," Výrok "" A dokonce byste ani nerozbil bank "" jí zřejmě způsobil větší potěšení než cokoliv od doby, kdy u ní byli za války ubytováni američtí vojáci."
"given","give","způsobil","způsobit","pf"," Saying "" Without breaking the bank "" had obviously given her more pleasure than anything since some GIs had been billeted on her in the war."," Výrok "" A dokonce byste ani nerozbil bank "" jí zřejmě způsobil větší potěšení než cokoliv od doby, kdy u ní byli za války ubytováni američtí vojáci."
"billeted","billet","ubytováni","ubytovat","pf"," Saying "" Without breaking the bank "" had obviously given her more pleasure than anything since some GIs had been billeted on her in the war."," Výrok "" A dokonce byste ani nerozbil bank "" jí zřejmě způsobil větší potěšení než cokoliv od doby, kdy u ní byli za války ubytováni američtí vojáci."
"waiting","wait","čekat","čekat","impf"," I 'm quite used to waiting you know. """," Jsem zvyklý čekat, vždyť víš. """
"told","tell","nevyprávěl","vyprávět","impf"," "" Arthur, "" hissed Fenchurch in his ear sharply, "" you never told me of this."," "" Arthure, "" zasyčela mu Fenchurch ostře do ucha, "" o tomhle jsi mi nikdy nevyprávěl."
"done","do","udělali","udělat","pf"," What have you done to this poor creature? """," Co jste tomu ubohému stvoření udělali? """
"repeated","repeat","opakoval","opakovat","impf"," "" Ha! "" he repeated."," "" Ha! "" opakoval znovu."
"decide","decide","rozhodnout","rozhodnout","pf"," The sound of Will Smithers ' voice meant he had to decide what do to quickly."," Hlas Willa Smitherse mu připomněl, že se musí rychle rozhodnout, co udělá."
"do","do","udělá","udělat","pf"," The sound of Will Smithers ' voice meant he had to decide what do to quickly."," Hlas Willa Smitherse mu připomněl, že se musí rychle rozhodnout, co udělá."
"discovered","discover","najdou","najít","pf"," If he stood his ground he would be discovered and the whole circus would begin."," Když tady zůstane, najdou ho a vypukne celý ten cirkus."
"begin","begin","vypukne","vypuknout","pf"," If he stood his ground he would be discovered and the whole circus would begin."," Když tady zůstane, najdou ho a vypukne celý ten cirkus."
"hide","hide","schová","schovat","pf"," To hide would only postpone the moment, and it was bitterly cold now."," Když se schová, celý problém se jen odloží, a navíc začíná být nepříjemná zima."
"postpone","postpone","odloží","odložit","pf"," To hide would only postpone the moment, and it was bitterly cold now."," Když se schová, celý problém se jen odloží, a navíc začíná být nepříjemná zima."
"got","get","zůstal","zůstat","pf"," He rammed himself through the relatively narrow opening afforded by all this, stumbled through a pile of wine offers that no discriminating connoisseur would want to miss, slithered over a heap of beach villa holidays, blundered up the dark stairs to his bedroom and got to the phone just as it stopped ringing."," Procpal se poměrně úzkým otvorem, který zůstal volný, proškobrtal hromadou nabídek vín, jaká si žádný náročný znalec jistě nechce nechat ujít, uklouzl po haldě prázdninových pobytů ve vile na pobřeží, vyklopýtal po temném schodišti do své ložnice a dorazil k telefonu právě v okamžiku, kdy přestal zvonit."
"stopped","stop","zůstal","zůstat","pf"," He rammed himself through the relatively narrow opening afforded by all this, stumbled through a pile of wine offers that no discriminating connoisseur would want to miss, slithered over a heap of beach villa holidays, blundered up the dark stairs to his bedroom and got to the phone just as it stopped ringing."," Procpal se poměrně úzkým otvorem, který zůstal volný, proškobrtal hromadou nabídek vín, jaká si žádný náročný znalec jistě nechce nechat ujít, uklouzl po haldě prázdninových pobytů ve vile na pobřeží, vyklopýtal po temném schodišti do své ložnice a dorazil k telefonu právě v okamžiku, kdy přestal zvonit."
"want","want","nechce","chtít","impf"," He rammed himself through the relatively narrow opening afforded by all this, stumbled through a pile of wine offers that no discriminating connoisseur would want to miss, slithered over a heap of beach villa holidays, blundered up the dark stairs to his bedroom and got to the phone just as it stopped ringing."," Procpal se poměrně úzkým otvorem, který zůstal volný, proškobrtal hromadou nabídek vín, jaká si žádný náročný znalec jistě nechce nechat ujít, uklouzl po haldě prázdninových pobytů ve vile na pobřeží, vyklopýtal po temném schodišti do své ložnice a dorazil k telefonu právě v okamžiku, kdy přestal zvonit."
"got","get","dorazil","dorazit","pf"," He rammed himself through the relatively narrow opening afforded by all this, stumbled through a pile of wine offers that no discriminating connoisseur would want to miss, slithered over a heap of beach villa holidays, blundered up the dark stairs to his bedroom and got to the phone just as it stopped ringing."," Procpal se poměrně úzkým otvorem, který zůstal volný, proškobrtal hromadou nabídek vín, jaká si žádný náročný znalec jistě nechce nechat ujít, uklouzl po haldě prázdninových pobytů ve vile na pobřeží, vyklopýtal po temném schodišti do své ložnice a dorazil k telefonu právě v okamžiku, kdy přestal zvonit."
