"close","close","zavřít","zavřít","pf"," I have to close the hatch behind us. '"," Musím za námi zavřít příklop. """
"went","go","šel","jít","impf"," I unplugged the transmitter, drank the remains of the soup in the vacuum flask, and went to bed."," Vypnul jsem vysílačku, vypil zbytek bujónu z termosky a šel spát."
"went","go","dělal","dělat","impf"," Without answering, he went over to the window."," Přistoupil k oknu a dělal, že neslyšel mou otázku."
"tell","tell","Říkám","říkat","impf"," Let me tell you one last time, we are in a situation that is beyond morality. '"," Říkám ti naposled : tohle, to všechno tady, je situace vymykající se jakékoli morálce."
"change","change","nezměnila","změnit","pf"," But, evidently, the dead do not change;"," ale samozřejmě - vůbec se nezměnila;"
"remain","remain","zůstávají","zůstávat","impf"," they remain eternally young."," mrtví zůstávají mladí."
"gazing","gaze","hleděly","hledět","impf"," She went on gazing at me, an expression of surprise on her face."," Měla tytéž vším udivené oči, a ty na mne hleděly."
"thought","think","pomyslil","pomyslit","pf"," I thought of throwing something at her, but, even in a dream, I could not bring myself to harm a dead person."," Hodím po ní něčím, pomyslil jsem si, ale přesto, že to byl jenom sen, nemohl jsem se nějak vzmoci na to, abych - byť jen ve snu - házel něčím po mrtvé."
"throwing","throw","házel","házet","impf"," I thought of throwing something at her, but, even in a dream, I could not bring myself to harm a dead person."," Hodím po ní něčím, pomyslil jsem si, ale přesto, že to byl jenom sen, nemohl jsem se nějak vzmoci na to, abych - byť jen ve snu - házel něčím po mrtvé."
"threw","throw","vrhali","vrhat","impf"," During the early years of exploration, the scientists literally threw themselves upon the mimoids, which were spoken of as open windows on the ocean and the best opportunity to establish the hoped-for contact between the two civilizations."," To se rozumí, že v prvních letech výzkumů se vědci vrhali na mimoidy jako na vysněná centra solaristického oceánu, jako na místa, kde dojde k vytouženému kontaktu dvou civilizací."
"see","see","viděl","vidět","impf"," She was doing her best to hide her terror, but I could see her chin trembling."," Pod bradou jí to zacukalo, viděl jsem, že se vší silou snaží ovládnout strach."
"picked","pick","vzal","vzít","pf"," I cut off some squares of gauze, picked up a pot of antiseptic powder and returned to the bedside."," Nastříhal jsem kusy gázy, vzal jsem ze skříňky zásyp na rány a vrátil jsem se k posteli."
"returned","return","vrátil","vrátit","pf"," I cut off some squares of gauze, picked up a pot of antiseptic powder and returned to the bedside."," Nastříhal jsem kusy gázy, vzal jsem ze skříňky zásyp na rány a vrátil jsem se k posteli."
"lifted","lift","Zvedl","zvednout","pf"," I lifted one of Rheya 's hands."," Zvedl jsem jí ruce."
"burn","burn","pálily","pálit","impf"," My cheeks started to burn so hard that I involuntarily passed the back of my hand over them."," Tváře mě tak pálily, že jsem si je začal mimoděk třít."
"started","start","začal","začít","pf"," My cheeks started to burn so hard that I involuntarily passed the back of my hand over them."," Tváře mě tak pálily, že jsem si je začal mimoděk třít."
"watched","watch","Hleděl","hledět","impf"," I watched the blood run down the inside of my thigh and drip noiselessly on to the floor."," Hleděl jsem na řinoucí se krev, jak ve velikých kapkách stéká po vnitřní straně stehna a tiše kape na podlahu."
"started","start","začal","začít","pf"," I started pacing again."," Odvrátil jsem se od něho a začal chodit."
"pacing","pace","chodit","chodit","impf"," I started pacing again."," Odvrátil jsem se od něho a začal chodit."
"talk","talk","mluvit","mluvit","impf"," ' Do we have to talk about it now? '"," "" To máme o tom mluvit teď? """
"coming","come","Půjdu","jít","impf"," ' I 'm coming with you. '"," "" Půjdu s tebou. """
"reproduce","reproduce","kopíruje","kopírovat","impf"," On the other hand, it will readily reproduce a puppet or a doll, a carving of a dog, or a tree sculpted in any material."," Zato manekýna, lidskou figurínu, sošku psa nebo stromu z libovolného materiálu kopíruje okamžitě."
"understand","understand","nechápeš","chápat","impf"," Kelvin, I 'm afraid you still do n't understand. '"," "" Kelvine, tak se mi zdá, že pořád ještě nechápeš ... anebo počkej! """
"tell","tell","říci","říci","pf"," ' Can you tell me who your visitor was? '"," "" Můžeš říci, kdo byl u tebe?! """
"swallowed","swallow","Polkl","polknout","pf"," I swallowed my saliva and turned away."," Polkl jsem naprázdno."
"tell","tell","Povím","povědět","pf"," I 'm going to tell you the truth. '"," Povím ti pravdu ... """
"see","see","Viděl","vidět","impf"," I could see the veins throbbing beneath the delicate skin of her neck."," Viděl jsem, jak jí pod tenkou kůží pulsují tepny."
"done","do","neudělal","udělat","pf"," I have n't done much, but I can tell you about it."," Moc jsem toho neudělal, téměř nic, ale mluvit mohu, chcete - li."
"tell","tell","mluvit","mluvit","impf"," I have n't done much, but I can tell you about it."," Moc jsem toho neudělal, téměř nic, ale mluvit mohu, chcete - li."
"trusted","trust","důvěřuje","důvěřovat","impf"," I did not know if he trusted me, and I did not much care :"," Nevěděl jsem, zda mi důvěřuje, ale bylo mi už všechno jedno."
"try","try","Zkusím","zkusit","pf"," ' I 'll try to contact him."," "" Zkusím se s ním spojit."
"attracted","attract","přitahoval","přitahovat","impf"," For several decades, the mysterious ocean had attracted the best mathematicians and physicists, and the top specialists in biophysics, information theory and electro-physiology."," Celá desetiletí přitahoval mlčící gigant planety Solaris nejlepší matematiky, fyziky, autority v biofyzice, v teorii informací, v elektrofyziologii."
"heard","hear","slyšel","slyšet","impf"," My hands were clammy, and I heard as if through layers of cotton-wool, yet the ringing sound continued."," Jen obě dlaně mi zvlhly a měl jsem dojem, že hluchnu, že mi uši vyplňuje něco měkkého, elastického, ale stále jsem ještě slyšel to vyzvánění, teď však tlumeně, jako by zvon měl puklé srdce."
"met","meet","setkaly","setkat","pf"," Rheya 's eyelids moved, and our eyes met."," Zvedla víčka a naše pohledy se setkaly."
"seen","see","neviděli","vidět","impf"," The ' tree-mountains ', ' extensors ', ' fungoids ', ' mimoids ', ' symmetriads ' and ' asymmetriads ', ' vertebrids ' and ' agilus ' are artificial, linguistically awkward terms, but they do give some impression of Solaris to anyone who has only seen the planet in blurred photographs and incomplete films."," Jeho "" horostromy "", "" dlouže "", "" hřibiska "", "" mimoidy "", "" symetriády "", "" korálovce "" a "" hbitky "" znějí sice velmi nepřirozeně, ale podávají alespoň nějaký obraz o Solaris a to i těm, kteří kromě nezřetelných fotografií a velmi nedokonalých filmů neviděli nic."
"opened","open","otevřelo","otevřít","pf"," A hatch opened, and with a long, harsh sigh, the metal shell which imprisoned me reached the end of its voyage."," Něco se pode mnou otevřelo a kovová skořepina, v níž jsem vzpřímeně trčel, skončila s protáhlým, supivým vzdechem svou stoosmdesátikilometrovou pouť."
"decided","decide","rozhodnut","rozhodnout","pf"," I had not yet decided to accept Sartorius 's suggestion and leave the Station."," Nebyl jsem ještě zcela rozhodnut, zda poletím, jak si to přeje Sartorius."
"SURROUNDED","surround","obklopen","obklopit","pf"," SURROUNDED BY A WALL OF FOG."," Jsem obklopen stěnou mlhy."
"stopped","stop","končily","končit","impf"," The extract from Berton 's log stopped at this point."," Zde končily zápisy v Bertonově palubním deníku."
"looked","look","pohlédla","pohlédnout","pf"," With her hair falling to one side, she looked at me with the half-smile that had irritated me before it had captivated me."," Lehla si na bok, pohodila hlavou dozadu tak, aby se jí všechny vlasy sesunuly na jednu stranu, a pohlédla na mne s oním poloúsměvem, který mě vždycky přestával dráždit, až když jsem ji pomiloval."
"irritated","irritate","dráždit","dráždit","impf"," With her hair falling to one side, she looked at me with the half-smile that had irritated me before it had captivated me."," Lehla si na bok, pohodila hlavou dozadu tak, aby se jí všechny vlasy sesunuly na jednu stranu, a pohlédla na mne s oním poloúsměvem, který mě vždycky přestával dráždit, až když jsem ji pomiloval."
"eating","eat","jedl","jíst","impf"," Snow was seated at a table between a pile of aluminium crates and the transmitter, eating meat concentrate straight out of a tin."," Seděl u stolku mezi hromadou hliníkových krabic a vysílacím pultem a jedl přímo z konzervy mastný koncentrát."
"watched","watch","pozoroval","pozorovat","impf"," Dazedly, I watched him chewing until I realized that I, too, was famished."," Stál jsem, ještě celý zpitomělý, u dveří, pozoroval jeho pravidelně žvýkající čelisti a pojednou jsem si uvědomil, že mám vlastně hlad."
"realized","realize","uvědomil","uvědomit","pf"," Dazedly, I watched him chewing until I realized that I, too, was famished."," Stál jsem, ještě celý zpitomělý, u dveří, pozoroval jeho pravidelně žvýkající čelisti a pojednou jsem si uvědomil, že mám vlastně hlad."
"selected","select","vybral","vybrat","pf"," I went to a cupboard, selected the least dusty plate I could find, and sat down opposite Snow."," Přistoupil jsem k policím, vybral jsem si z haldy talířů ten nejméně zaprášený a sedl si proti Snautovi."
